# Ts (uS), Vi, Vo
32234840,0.01,0.01
32235591,0.01,0.01
32236346,0.01,0.02
32237100,0.01,0.01
32237851,0.01,0.01
32238606,0.01,0.02
32239356,0.01,0.02
32240107,0.01,0.01
32240859,0.01,0.01
32241611,0.01,0.01
32242363,0.01,0.01
32243118,0.02,0.01
32243868,0.02,0.01
32244622,0.01,0.02
32245374,0.01,0.01
32246128,0.01,0.01
32246879,0.01,0.02
32247632,0.01,0.01
32248383,0.01,0.01
32249134,0.02,0.01
32249884,0.01,0.01
32250638,0.01,0.01
32251391,3.29,0.42
32252143,3.30,0.67
32252896,3.29,0.75
32253647,3.30,0.79
32254401,3.29,0.81
32255153,3.29,0.82
32255906,3.30,0.81
32256658,3.29,0.83
32257411,3.29,0.83
32258164,3.29,0.83
32258914,3.29,0.83
32259665,3.29,0.83
32260421,3.29,0.83
32261172,3.29,0.83
32261922,3.30,0.83
32262674,3.29,0.83
32263427,3.29,0.83
32264179,3.29,0.84
32264933,3.29,0.83
32265686,3.29,0.83
32266436,3.29,0.83
32267187,3.30,0.83
32267940,3.29,0.83
32268693,3.29,0.83
32269447,3.29,0.83
32270198,3.29,0.83
32270952,3.29,0.83
32271703,3.29,0.82
32272453,3.29,0.83
32273208,3.30,0.83
32273960,3.30,0.83
32274710,3.29,0.83
32275463,3.30,0.83
32276213,0.01,0.51
32276966,0.01,0.23
32277716,0.01,0.11
32278469,0.01,0.06
32279222,0.01,0.03
32279973,0.01,0.03
32280727,0.01,0.02
32281481,0.01,0.02
32282234,0.01,0.02
32282988,0.01,0.01
32283743,0.01,0.02
32284497,0.02,0.01
32285249,0.01,0.01
32286003,0.01,0.01
32286757,0.01,0.01
32287512,0.01,0.01
32288263,0.01,0.01
32289013,0.01,0.02
32289763,0.01,0.01
32290517,0.01,0.01
32291269,0.01,0.02
32292020,0.01,0.01
32292773,0.01,0.01
32293526,0.01,0.01
32294277,0.01,0.01
32295030,0.01,0.01
32295784,0.01,0.01
32296539,0.01,0.01
32297290,0.01,0.01
32298040,0.01,0.02
32298790,0.01,0.02
32299543,0.01,0.01
32300293,0.02,0.01
32301046,0.01,0.01
32301798,3.29,0.40
32302551,3.29,0.65
32303304,3.30,0.75
32304057,3.29,0.79
32304810,3.29,0.81
32305564,3.29,0.82
32306315,3.30,0.83
32307070,3.30,0.83
32307822,3.30,0.83
32308572,3.30,0.83
32309326,3.30,0.83
32310076,3.30,0.84
32310830,3.30,0.83
32311583,3.29,0.83
32312335,3.29,0.83
32313086,3.29,0.83
32313838,3.29,0.83
32314588,3.29,0.84
32315338,3.30,0.83
32316092,3.29,0.83
32316843,3.29,0.83
32317596,3.30,0.83
32318349,3.30,0.83
32319100,3.30,0.84
32319854,3.30,0.83
32320606,3.29,0.83
32321359,3.29,0.83
32322113,3.30,0.84
32322863,3.30,0.83
32323617,3.30,0.83
32324367,3.30,0.83
32325120,3.29,0.84
32325870,3.30,0.83
32326620,0.01,0.54
32327372,0.01,0.23
32328124,0.01,0.11
32328876,0.01,0.05
32329628,0.01,0.04
32330381,0.01,0.02
32331131,0.01,0.02
32331882,0.01,0.02
32332634,0.01,0.02
32333387,0.01,0.01
32334139,0.01,0.02
32334892,0.01,0.01
32335645,0.01,0.01
32336398,0.01,0.01
32337148,0.01,0.01
32337902,0.01,0.01
32338656,0.01,0.01
32339410,0.01,0.01
32340160,0.01,0.01
32340910,0.01,0.01
32341664,0.01,0.01
32342415,0.02,0.01
32343165,0.01,0.01
32343916,0.01,0.01
32344668,0.01,0.01
32345421,0.02,0.01
32346172,0.01,0.02
32346922,0.01,0.01
32347676,0.02,0.01
32348433,0.01,0.01
32349187,0.01,0.01
32349939,0.01,0.01
32350692,0.01,0.01
32351445,0.01,0.01
32352198,3.30,0.43
32352949,3.30,0.65
32353924,3.29,0.80
32355660,3.30,0.83
32357344,3.30,0.83
32359169,3.30,0.84
32362959,3.30,0.84
32367475,3.30,0.84
32369695,3.30,0.84
32371585,3.30,0.84
32373221,3.30,0.83
32373975,3.30,0.83
32374857,3.29,0.84
32376448,3.29,0.84
32377611,0.01,0.32
32379101,0.01,0.07
32380449,0.01,0.04
32381199,0.01,0.03
32381950,0.01,0.02
32382703,0.01,0.02
32383456,0.01,0.01
32384210,0.01,0.01
32384962,0.01,0.01
32385712,0.01,0.01
32386466,0.01,0.01
32387221,0.01,0.02
32387973,0.01,0.01
32388725,0.01,0.01
32389479,0.01,0.02
32390231,0.01,0.01
32390982,0.02,0.01
32391735,0.01,0.01
32392489,0.01,0.01
32393242,0.01,0.01
32393994,0.01,0.01
32394820,0.02,0.02
32397755,0.02,0.01
32399589,0.01,0.01
32401337,0.01,0.02
32402467,0.01,0.01
32403219,3.29,0.43
32403971,3.29,0.65
32404721,3.29,0.75
32405474,3.29,0.79
32406224,3.30,0.81
32406978,3.29,0.82
32407732,3.29,0.83
32408486,3.30,0.82
32409236,3.30,0.83
32409989,3.30,0.83
32410741,3.30,0.83
32411495,3.30,0.83
32412248,3.30,0.83
32413002,3.29,0.83
32413755,3.30,0.84
32414509,3.29,0.83
32415259,3.30,0.83
32416010,3.30,0.83
32416761,3.29,0.84
32417515,3.29,0.83
32418268,3.29,0.83
32419018,3.29,0.84
32419771,3.30,0.83
32420525,3.30,0.83
32421279,3.30,0.83
32422031,3.30,0.83
32422781,3.29,0.83
32423533,3.29,0.83
32424283,3.30,0.83
32425038,3.29,0.83
32425793,3.29,0.83
32426543,3.30,0.83
32427295,3.29,0.83
32428047,0.01,0.50
32428798,0.01,0.23
32429552,0.01,0.10
32430303,0.01,0.05
32431057,0.01,0.03
32431810,0.01,0.02
32432563,0.01,0.02
32433317,0.01,0.02
32434071,0.01,0.02
32434825,0.01,0.01
32435576,0.01,0.01
32436329,0.01,0.01
32437081,0.01,0.01
32437833,0.01,0.01
32438585,0.01,0.01
32439335,0.01,0.01
32440086,0.01,0.01
32440839,0.01,0.01
32441593,0.01,0.01
32442345,0.01,0.01
32443098,0.01,0.01
32443849,0.01,0.01
32444600,0.01,0.01
32445350,0.01,0.01
32446105,0.01,0.01
32446859,0.01,0.01
32447610,0.01,0.01
32448360,0.01,0.01
32449114,0.01,0.01
32449866,0.02,0.01
32450616,0.01,0.01
32451366,0.01,0.01
32452121,0.01,0.02
32452872,0.01,0.01
32453625,3.29,0.41
32454375,3.29,0.65
32455126,3.29,0.75
32455877,3.29,0.79
32456630,3.30,0.81
32457382,3.29,0.82
32458137,3.30,0.83
32458887,3.29,0.83
32459637,3.30,0.83
32460390,3.30,0.83
32461142,3.30,0.84
32461893,3.29,0.83
32462647,3.30,0.83
32463399,3.30,0.83
32464154,3.29,0.84
32464904,3.30,0.83
32465658,3.29,0.83
32466410,3.30,0.83
32467164,3.29,0.84
32467915,3.30,0.83
32468669,3.29,0.83
32469421,3.30,0.83
32470174,3.30,0.84
32470927,3.29,0.83
32471679,3.29,0.83
32472430,3.30,0.83
32473183,3.30,0.83
32473933,3.30,0.83
32474685,3.30,0.83
32475438,3.30,0.83
32476188,3.30,0.84
32476939,3.29,0.83
32477690,3.29,0.83
32478442,0.02,0.55
32479193,0.01,0.22
32479944,0.01,0.11
32480696,0.02,0.06
32481449,0.01,0.03
32482200,0.01,0.02
32482950,0.02,0.02
32483703,0.02,0.02
32484460,0.02,0.02
32485213,0.01,0.02
32485966,0.01,0.02
32486720,0.01,0.02
32487473,0.01,0.01
32488224,0.01,0.02
32488975,0.01,0.02
32489728,0.01,0.01
32490478,0.01,0.01
32491231,0.01,0.01
32491984,0.01,0.01
32492737,0.01,0.01
32493490,0.01,0.01
32494244,0.01,0.01
32494998,0.01,0.01
32495751,0.01,0.02
32496505,0.01,0.01
32497258,0.01,0.02
32498011,0.01,0.01
32498762,0.01,0.01
32499513,0.01,0.01
32500267,0.01,0.01
32501020,0.01,0.01
32501771,0.01,0.01
32502525,0.01,0.01
32503275,0.01,0.01
32504026,3.29,0.38
32504776,3.29,0.64
32505530,3.30,0.75
32506282,3.29,0.79
32507033,3.30,0.81
32507783,3.30,0.82
32508536,3.29,0.83
32509288,3.30,0.83
32510038,3.30,0.82
32510788,3.30,0.83
32511542,3.30,0.82
32512293,3.29,0.83
32513044,3.30,0.83
32513794,3.30,0.83
32514548,3.30,0.83
32515301,3.30,0.84
32516054,3.30,0.84
32516804,3.29,0.84
32517558,3.29,0.83
32518312,3.29,0.83
32519066,3.30,0.83
32519820,3.30,0.83
32520573,3.29,0.84
32521327,3.29,0.83
32522078,3.30,0.83
32522831,3.30,0.83
32523581,3.30,0.83
32524332,3.29,0.83
32525084,3.29,0.84
32525837,3.30,0.83
32526588,3.29,0.83
32527342,3.30,0.83
32528094,3.29,0.83
32528848,0.01,0.56
32529602,0.01,0.24
32530355,0.02,0.11
32531106,0.01,0.06
32531857,0.01,0.04
32532607,0.01,0.02
32533360,0.02,0.02
32534110,0.01,0.02
32534861,0.01,0.01
32535614,0.01,0.01
32536364,0.01,0.01
32537118,0.01,0.01
32537871,0.01,0.01
32538623,0.01,0.02
32539376,0.01,0.01
32540128,0.01,0.01
32540882,0.01,0.02
32541632,0.01,0.01
32542386,0.01,0.01
32543136,0.01,0.02
32543887,0.01,0.01
32544639,0.01,0.01
32545391,0.01,0.01
32546141,0.01,0.01
32546895,0.01,0.01
32547649,0.01,0.01
32548399,0.02,0.01
32549151,0.01,0.02
32549902,0.01,0.01
32550654,0.01,0.01
32551405,0.01,0.01
32552155,0.02,0.01
32552907,0.01,0.01
32553660,0.01,0.01
32554415,3.29,0.40
32555167,3.29,0.66
32555918,3.29,0.75
32556669,3.30,0.79
32557423,3.29,0.81
32558177,3.30,0.82
32558932,3.29,0.83
32559685,3.29,0.83
32560436,3.30,0.83
32561187,3.30,0.83
32561937,3.30,0.83
32562690,3.30,0.83
32563443,3.30,0.83
32564193,3.29,0.84
32564943,3.29,0.83
32565693,3.29,0.83
32566443,3.30,0.83
32567196,3.29,0.84
32567948,3.29,0.83
32568700,3.29,0.83
32569453,3.30,0.84
32570203,3.29,0.84
32570953,3.29,0.83
32571705,3.29,0.83
32572464,3.30,0.83
32573218,3.30,0.83
32573968,3.30,0.83
32574718,3.30,0.83
32575471,3.29,0.83
32576224,3.30,0.83
32576979,3.30,0.83
32577733,3.30,0.83
32578486,3.30,0.83
32579240,0.01,0.53
32579991,0.01,0.24
32580743,0.02,0.11
32581497,0.01,0.06
32582247,0.01,0.03
32583002,0.01,0.02
32583754,0.01,0.02
32584508,0.01,0.02
32585262,0.01,0.01
32586014,0.01,0.01
32586764,0.01,0.01
32587519,0.01,0.01
32588274,0.01,0.01
32589028,0.01,0.01
32589780,0.01,0.01
32590534,0.01,0.01
32591284,0.02,0.01
32592035,0.01,0.01
32592785,0.01,0.01
32593535,0.00,0.01
32594289,0.01,0.01
32595040,0.01,0.01
32595794,0.02,0.01
32596548,0.01,0.01
32597300,0.01,0.01
32598050,0.01,0.01
32598805,0.01,0.01
32599559,0.01,0.01
32600313,0.01,0.01
32601066,0.01,0.01
32601816,0.01,0.01
32602570,0.01,0.01
32603321,0.01,0.01
32604072,0.01,0.01
32604825,3.29,0.39
32605579,3.30,0.64
32606332,3.29,0.75
32607082,3.30,0.79
32607834,3.30,0.82
32608586,3.29,0.82
32609338,3.30,0.82
32610093,3.30,0.83
32610844,3.30,0.83
32611598,3.29,0.83
32612352,3.29,0.83
32613103,3.30,0.83
32613854,3.30,0.83
32614606,3.29,0.83
32615357,3.30,0.83
32616108,3.29,0.83
32616859,3.29,0.84
32617611,3.29,0.83
32618365,3.30,0.83
32619115,3.30,0.83
32619868,3.30,0.83
32620622,3.30,0.83
32621375,3.30,0.83
32622129,3.30,0.84
32622881,3.29,0.84
32623631,3.29,0.83
32624382,3.29,0.83
32625136,3.29,0.84
32625889,3.29,0.83
32626642,3.30,0.83
32627394,3.29,0.83
32628146,3.29,0.83
32628900,3.29,0.83
32629653,0.02,0.56
32630407,0.02,0.24
32631159,0.01,0.11
32631909,0.01,0.06
32632662,0.02,0.03
32633413,0.01,0.03
32634164,0.01,0.02
32634915,0.01,0.01
32635668,0.01,0.01
32636419,0.01,0.01
32637172,0.01,0.01
32637926,0.01,0.01
32638679,0.01,0.01
32639431,0.02,0.01
32640182,0.01,0.01
32640936,0.01,0.01
32641690,0.01,0.01
32642443,0.01,0.01
32643193,0.01,0.01
32643943,0.01,0.01
32644696,0.02,0.01
32645447,0.01,0.01
32646198,0.01,0.01
32646950,0.02,0.01
32647702,0.01,0.01
32648455,0.01,0.01
32649209,0.01,0.02
32649960,0.01,0.02
32650713,0.01,0.01
32651464,0.01,0.01
32652214,0.01,0.01
32652967,0.01,0.01
32653721,0.01,0.01
32654479,0.01,0.02
32655229,3.29,0.42
32655982,3.30,0.64
32656732,3.30,0.75
32657484,3.30,0.79
32658234,3.30,0.81
32658987,3.29,0.82
32659737,3.29,0.83
32660488,3.29,0.83
32661242,3.30,0.83
32661993,3.30,0.83
32662743,3.29,0.83
32663497,3.30,0.83
32664247,3.30,0.83
32664999,3.30,0.83
32665753,3.30,0.83
32666505,3.29,0.83
32667258,3.30,0.84
32668009,3.29,0.84
32668759,3.30,0.83
32669513,3.30,0.83
32670263,3.29,0.83
32671017,3.30,0.83
32671770,3.30,0.83
32672523,3.30,0.83
32673275,3.29,0.83
32674028,3.29,0.83
32674781,3.30,0.83
32675536,3.30,0.83
32676286,3.29,0.83
32677039,3.30,0.83
32677792,3.30,0.83
32678546,3.30,0.83
32679301,3.30,0.83
32680055,0.02,0.55
32680808,0.01,0.24
32681562,0.01,0.11
32682315,0.01,0.06
32683069,0.01,0.04
32683821,0.02,0.02
32684574,0.01,0.02
32685328,0.01,0.02
32686080,0.01,0.02
32686833,0.01,0.02
32687587,0.01,0.01
32688339,0.01,0.02
32689093,0.01,0.01
32689845,0.01,0.01
32690599,0.01,0.01
32691350,0.01,0.01
32692100,0.01,0.01
32692850,0.01,0.01
32693601,0.01,0.01
32694354,0.01,0.01
32695105,0.02,0.01
32695856,0.01,0.01
32696608,0.01,0.01
32697360,0.01,0.01
32698110,0.01,0.01
32698860,0.01,0.01
32699614,0.01,0.01
32700367,0.01,0.01
32701118,0.01,0.01
32701871,0.01,0.01
32702622,0.01,0.01
32703374,0.01,0.01
32704128,0.01,0.01
32704880,0.01,0.02
32705633,3.29,0.40
32706383,3.30,0.65
32707133,3.29,0.76
32707886,3.29,0.79
32708636,3.29,0.82
32709387,3.30,0.82
32710141,3.29,0.83
32710892,3.30,0.82
32711647,3.30,0.83
32712400,3.30,0.83
32713151,3.30,0.83
32713902,3.29,0.83
32714652,3.29,0.83
32715403,3.29,0.84
32716156,3.29,0.83
32716908,3.29,0.83
32717660,3.29,0.83
32718411,3.29,0.83
32719162,3.30,0.84
32719913,3.29,0.84
32720665,3.30,0.84
32721417,3.30,0.83
32722167,3.30,0.84
32722918,3.29,0.83
32723670,3.29,0.83
32724421,3.29,0.83
32725172,3.29,0.84
32725925,3.29,0.83
32726677,3.30,0.83
32727428,3.30,0.83
32728179,3.30,0.84
32728931,3.30,0.83
32729682,3.29,0.83
32730432,0.01,0.55
32731184,0.01,0.24
32731934,0.01,0.12
32732688,0.01,0.06
32733440,0.01,0.04
32734194,0.01,0.03
32734945,0.01,0.02
32735697,0.01,0.02
32736447,0.01,0.02
32737198,0.01,0.02
32737950,0.02,0.02
32738704,0.01,0.01
32739458,0.01,0.01
32740210,0.01,0.01
32740963,0.01,0.01
32741715,0.01,0.01
32742468,0.02,0.02
32743222,0.01,0.01
32743975,0.01,0.01
32744725,0.02,0.01
32745479,0.01,0.01
32746232,0.01,0.01
32746984,0.01,0.02
32747736,0.01,0.01
32748492,0.01,0.02
32749246,0.02,0.01
32750002,0.01,0.01
32750753,0.02,0.01
32751506,0.01,0.01
32752256,0.01,0.01
32753007,0.02,0.01
32753759,0.01,0.01
32754511,0.01,0.01
32755262,0.01,0.01
32756012,3.29,0.31
32756764,3.29,0.60
32757515,3.29,0.73
32758269,3.30,0.79
32759022,3.29,0.81
32759774,3.30,0.82
32760527,3.30,0.83
32761280,3.30,0.83
32762033,3.30,0.83
32762785,3.30,0.83
32763535,3.29,0.83
32764287,3.30,0.83
32765038,3.29,0.83
32765790,3.29,0.83
32766544,3.29,0.83
32767297,3.30,0.83
32768051,3.29,0.83
32768803,3.30,0.83
32769555,3.29,0.84
32770305,3.30,0.83
32771059,3.30,0.83
32771811,3.30,0.83
32772561,3.30,0.83
32773316,3.30,0.83
32774070,3.30,0.83
32774821,3.30,0.84
32775575,3.30,0.83
32776328,3.30,0.84
32777081,3.30,0.83
32777832,3.29,0.83
32778586,3.30,0.83
32779336,3.29,0.83
32780086,3.29,0.84
32780836,3.29,0.83
32781587,0.01,0.44
32782337,0.01,0.19
32783091,0.01,0.09
32783842,0.01,0.05
32784595,0.01,0.03
32785348,0.01,0.02
32786100,0.01,0.02
32786852,0.01,0.02
32787606,0.01,0.01
32788361,0.01,0.02
32789113,0.01,0.01
32789867,0.01,0.01
32790621,0.01,0.01
32791371,0.01,0.00
32792125,0.01,0.01
32792877,0.01,0.01
32793627,0.01,0.01
32794379,0.01,0.01
32795131,0.01,0.01
32795884,0.01,0.02
32796638,0.01,0.01
32797389,0.01,0.01
32798143,0.01,0.01
32798894,0.01,0.01
32799647,0.01,0.01
32800397,0.01,0.01
32801150,0.01,0.01
32801904,0.01,0.01
32802659,0.02,0.01
32803412,0.01,0.01
32804166,0.01,0.01
32804919,0.01,0.01
32805673,0.01,0.01
32806427,3.29,0.34
32807177,3.30,0.62
32807927,3.29,0.73
32808679,3.30,0.78
32809432,3.30,0.80
32810182,3.29,0.82
32810937,3.30,0.82
32811690,3.30,0.83
32812440,3.29,0.83
32813192,3.30,0.83
32813942,3.30,0.83
32814696,3.30,0.83
32815448,3.30,0.83
32816198,3.30,0.83
32816948,3.29,0.83
32817702,3.29,0.83
32818455,3.30,0.83
32819206,3.30,0.84
32819956,3.30,0.83
32820707,3.30,0.83
32821461,3.29,0.83
32822214,3.30,0.84
32822966,3.29,0.83
32823718,3.30,0.83
32824472,3.29,0.83
32825224,3.30,0.84
32825977,3.29,0.83
32826729,3.30,0.83
32827479,3.29,0.83
32828231,3.29,0.84
32828982,3.30,0.83
32829735,3.29,0.83
32830488,3.30,0.83
32831240,3.29,0.83
32831991,0.01,0.45
32832745,0.01,0.20
32833498,0.01,0.09
32834251,0.01,0.05
32835002,0.01,0.03
32835752,0.01,0.02
32836506,0.02,0.02
32837260,0.01,0.02
32838012,0.01,0.02
32838762,0.01,0.01
32839516,0.01,0.01
32840269,0.01,0.01
32841022,0.01,0.02
32841775,0.01,0.02
32842528,0.01,0.01
32843279,0.01,0.01
32844032,0.01,0.01
32844786,0.01,0.01
32845540,0.01,0.01
32846291,0.01,0.01
32847044,0.01,0.01
32847797,0.01,0.02
32848549,0.01,0.01
32849301,0.02,0.01
32850055,0.01,0.01
32850808,0.01,0.01
32851560,0.01,0.01
32852312,0.01,0.02
32853066,0.01,0.01
32853819,0.01,0.02
32854572,0.01,0.01
32855326,0.02,0.01
32856078,0.01,0.01
32856831,3.29,0.32
32857583,3.29,0.60
32858336,3.29,0.73
32859090,3.30,0.79
32859841,3.29,0.81
32860592,3.29,0.82
32861345,3.29,0.82
32862099,3.30,0.83
32862853,3.29,0.83
32863607,3.30,0.83
32864358,3.30,0.83
32865110,3.29,0.83
32865865,3.29,0.83
32866619,3.29,0.83
32867372,3.29,0.83
32868126,3.29,0.83
32868880,3.30,0.83
32869634,3.29,0.84
32870387,3.30,0.83
32871141,3.29,0.83
32871892,3.30,0.83
32872646,3.29,0.83
32873399,3.30,0.83
32874150,3.30,0.83
32874902,3.30,0.83
32875654,3.29,0.83
32876642,3.30,0.84
32877880,3.30,0.84
32879221,3.30,0.84
32880083,3.30,0.83
32880837,3.29,0.83
32881591,3.29,0.84
32882343,0.01,0.43
32883097,0.01,0.19
32883848,0.01,0.09
32884601,0.01,0.05
32885352,0.01,0.03
32886105,0.01,0.02
32886857,0.01,0.02
32887610,0.01,0.02
32888364,0.02,0.01
32889116,0.01,0.01
32889871,0.01,0.01
32890626,0.01,0.01
32891377,0.01,0.01
32892131,0.02,0.01
32892882,0.01,0.01
32893632,0.01,0.01
32894384,0.01,0.01
32895138,0.01,0.01
32895889,0.01,0.01
32896643,0.01,0.01
32897393,0.01,0.01
32898146,0.01,0.01
32898898,0.01,0.01
32899652,0.01,0.02
32900406,0.02,0.01
32901157,0.01,0.01
32901908,0.01,0.01
32902661,0.01,0.01
32903412,0.01,0.01
32904164,0.01,0.01
32904919,0.01,0.01
32905671,0.01,0.01
32906423,0.01,0.01
32907173,3.30,0.35
32907925,3.29,0.61
32908678,3.30,0.74
32909428,3.30,0.79
32910178,3.29,0.81
32910928,3.30,0.82
32911681,3.29,0.82
32912433,3.29,0.83
32913187,3.29,0.83
32913938,3.30,0.83
32914691,3.29,0.83
32915445,3.29,0.83
32916198,3.30,0.83
32916948,3.30,0.83
32917702,3.29,0.83
32918453,3.29,0.83
32919207,3.30,0.84
32919960,3.30,0.83
32920713,3.29,0.83
32921466,3.29,0.83
32922216,3.29,0.84
32922966,3.30,0.84
32923718,3.29,0.83
32924469,3.29,0.83
32925222,3.29,0.84
32925972,3.29,0.83
32926725,3.30,0.83
32927477,3.29,0.83
32928231,3.29,0.83
32928985,3.29,0.83
32929739,3.30,0.83
32930493,3.29,0.83
32931246,3.30,0.84
32931996,3.30,0.83
32932750,0.01,0.47
32933503,0.01,0.20
32934254,0.01,0.10
32935007,0.01,0.04
32935761,0.01,0.03
32936511,0.01,0.02
32937264,0.01,0.02
32938016,0.01,0.02
32938770,0.01,0.01
32939523,0.01,0.02
32940273,0.01,0.02
32941024,0.01,0.01
32941777,0.01,0.01
32942530,0.01,0.01
32943281,0.01,0.01
32944035,0.01,0.01
32944788,0.02,0.01
32945541,0.01,0.01
32946293,0.01,0.01
32947043,0.01,0.01
32947794,0.01,0.01
32948547,0.02,0.02
32949298,0.01,0.01
32950052,0.01,0.01
32950805,0.01,0.01
32951558,0.01,0.01
32952308,0.01,0.01
32953058,0.01,0.01
32953811,0.01,0.01
32954564,0.01,0.01
32955315,0.01,0.01
32956069,0.01,0.01
32956821,0.01,0.01
32957573,3.29,0.28
32958327,3.30,0.59
32959081,3.29,0.73
32959831,3.29,0.78
32960586,3.30,0.81
32961339,3.29,0.82
32962091,3.30,0.83
32962843,3.29,0.83
32963596,3.30,0.83
32964351,3.29,0.83
32965104,3.30,0.83
32965855,3.30,0.83
32966606,3.30,0.83
32967360,3.29,0.83
32968112,3.30,0.83
32968862,3.30,0.83
32969615,3.29,0.83
32970368,3.29,0.83
32971123,3.30,0.83
32971873,3.30,0.83
32972627,3.30,0.83
32973379,3.29,0.83
32974130,3.30,0.83
32974882,3.29,0.83
32975635,3.30,0.83
32976387,3.29,0.84
32977138,3.30,0.83
32977889,3.30,0.83
32978641,3.30,0.84
32979393,3.30,0.83
32980143,3.29,0.83
32980894,3.30,0.83
32981647,3.30,0.83
32982400,3.30,0.83
32983152,0.01,0.44
32983905,0.01,0.20
32984659,0.01,0.10
32985412,0.01,0.05
32986163,0.01,0.03
32986916,0.01,0.02
32987668,0.01,0.02
32988420,0.01,0.01
32989174,0.01,0.02
32989926,0.01,0.01
32990676,0.01,0.01
32991429,0.01,0.00
32992183,0.01,0.01
32992937,0.01,0.02
32993687,0.01,0.01
32994439,0.01,0.01
32995191,0.01,0.01
32995944,0.01,0.01
32996697,0.01,0.01
32997450,0.01,0.01
32998200,0.01,0.01
32998952,0.01,0.01
32999702,0.01,0.01
33000457,0.01,0.01
33001208,0.01,0.01
33001958,0.01,0.01
33002708,0.01,0.01
33003458,0.01,0.01
33004210,0.01,0.01
33004963,0.01,0.01
33005715,0.01,0.01
33006469,0.01,0.01
33007223,0.02,0.01
33007976,3.29,0.30
33008727,3.29,0.61
33009480,3.30,0.73
33010234,3.30,0.79
33010984,3.29,0.81
33011737,3.29,0.82
33012489,3.30,0.82
33013242,3.30,0.83
33013994,3.29,0.83
33014748,3.29,0.83
33015499,3.30,0.83
33016253,3.30,0.83
33017007,3.29,0.83
33017759,3.30,0.83
33018512,3.29,0.83
33019263,3.29,0.84
33020014,3.30,0.83
33020764,3.30,0.84
33021518,3.30,0.83
33022270,3.30,0.83
33023024,3.29,0.83
33023774,3.29,0.83
33024528,3.29,0.83
33025283,3.30,0.83
33026034,3.29,0.83
33026785,3.29,0.84
33027538,3.30,0.83
33028291,3.30,0.83
33029045,3.30,0.83
33029797,3.30,0.83
33030549,3.29,0.83
33031302,3.30,0.83
33032057,3.29,0.82
33032811,3.29,0.83
33033564,0.01,0.47
33034314,0.01,0.20
33035069,0.01,0.09
33035823,0.01,0.05
33036576,0.01,0.03
33037326,0.01,0.02
33038077,0.01,0.02
33038828,0.01,0.01
33039581,0.01,0.01
33040331,0.02,0.02
33041083,0.01,0.01
33041835,0.01,0.01
33042589,0.01,0.01
33043339,0.01,0.01
33044093,0.01,0.01
33044845,0.01,0.01
33045595,0.01,0.01
33046345,0.01,0.01
33047095,0.01,0.01
33047845,0.01,0.01
33048595,0.01,0.01
33049345,0.01,0.01
33050095,0.01,0.02
33050846,0.01,0.01
33051600,0.01,0.01
33052350,0.01,0.01
33053100,0.01,0.01
33053854,0.01,0.01
33054604,0.01,0.01
33055358,0.01,0.01
33056111,0.01,0.01
33056866,0.01,0.01
33057620,0.01,0.01
33058370,3.29,0.28
33059123,3.29,0.60
33059876,3.29,0.73
33060630,3.29,0.78
33061382,3.29,0.81
33062136,3.29,0.82
33062886,3.30,0.82
33063637,3.29,0.82
33064387,3.30,0.83
33065138,3.30,0.83
33065888,3.29,0.83
33066752,3.29,0.83
33067547,3.29,0.84
33068299,3.29,0.83
33069050,3.29,0.83
33069801,3.29,0.83
33070553,3.29,0.83
33071306,3.29,0.83
33072059,3.29,0.83
33072809,3.29,0.83
33073561,3.30,0.82
33074315,3.30,0.84
33075070,3.30,0.83
33075822,3.30,0.83
33076576,3.30,0.83
33077326,3.30,0.83
33078076,3.30,0.83
33078828,3.30,0.83
33079582,3.29,0.83
33080332,3.30,0.83
33081082,3.30,0.83
33081834,3.29,0.83
33082584,3.30,0.83
33083341,0.01,0.58
33084092,0.01,0.25
33084845,0.01,0.12
33085597,0.01,0.06
33086350,0.02,0.04
33087104,0.01,0.03
33087856,0.01,0.02
33088606,0.01,0.02
33089359,0.02,0.02
33090110,0.01,0.01
33090863,0.01,0.01
33091617,0.01,0.01
33092369,0.01,0.01
33093120,0.02,0.01
33093870,0.01,0.01
33094621,0.01,0.01
33095374,0.01,0.01
33096126,0.01,0.01
33096879,0.01,0.01
33097631,0.01,0.01
33098381,0.01,0.01
33099134,0.01,0.01
33099886,0.01,0.02
33100636,0.01,0.01
33101387,0.01,0.02
33102139,0.01,0.01
33102890,0.01,0.01
33103644,0.02,0.01
33104398,0.01,0.01
33105149,0.01,0.01
33105902,0.01,0.01
33106652,0.02,0.01
33107404,0.01,0.01
33108154,0.01,0.01
33108906,3.29,0.41
33109657,3.29,0.65
33110410,3.29,0.75
33111164,3.30,0.79
33111915,3.29,0.81
33112669,3.30,0.82
33113421,3.29,0.82
33114175,3.29,0.83
33114926,3.30,0.83
33115680,3.30,0.83
33116434,3.30,0.83
33117188,3.30,0.83
33117942,3.30,0.83
33118695,3.30,0.83
33119449,3.30,0.83
33120200,3.29,0.83
33120952,3.30,0.83
33121702,3.30,0.83
33122455,3.29,0.84
33123206,3.29,0.83
33123958,3.29,0.82
33124710,3.29,0.83
33125464,3.30,0.83
33126218,3.29,0.83
33126970,3.29,0.83
33127725,3.30,0.83
33128479,3.30,0.83
33129231,3.30,0.84
33129984,3.29,0.83
33130736,3.29,0.83
33131490,3.29,0.84
33132240,3.30,0.84
33132991,3.29,0.83
