# Ts (uS), Vi, Vo
35796914,3.30,0.83
35797665,3.30,0.83
35798419,3.29,0.83
35799172,3.29,0.83
35799922,3.29,0.83
35800672,3.30,0.83
35801422,3.30,0.83
35802172,3.30,0.83
35802923,3.29,0.83
35803677,3.29,0.83
35804429,0.01,0.55
35805182,0.01,0.25
35805937,0.01,0.11
35806690,0.02,0.06
35807444,0.01,0.03
35808198,0.01,0.02
35808950,0.01,0.02
35809702,0.01,0.01
35810453,0.02,0.01
35811207,0.02,0.02
35811960,0.01,0.01
35812714,0.01,0.01
35813467,0.01,0.01
35814218,0.01,0.01
35814973,0.01,0.01
35815725,0.01,0.01
35816478,0.01,0.01
35817228,0.01,0.01
35817978,0.01,0.01
35818730,0.01,0.01
35819482,0.01,0.01
35820236,0.01,0.01
35820986,0.01,0.01
35821740,0.01,0.01
35822493,0.01,0.01
35823247,0.01,0.01
35823997,0.01,0.01
35824749,0.01,0.01
35825502,0.01,0.01
35826252,0.01,0.01
35827002,0.01,0.01
35827755,0.01,0.01
35828506,0.01,0.01
35829259,0.01,0.01
35830013,3.29,0.41
35830765,3.29,0.65
35831518,3.29,0.75
35832272,3.29,0.79
35833022,3.29,0.81
35833776,3.29,0.82
35834527,3.30,0.83
35835278,3.29,0.83
35836032,3.29,0.83
35836786,3.29,0.83
35837537,3.30,0.83
35838289,3.29,0.83
35839043,3.29,0.83
35839794,3.29,0.83
35840544,3.29,0.84
35841294,3.29,0.83
35842048,3.29,0.83
35842799,3.29,0.83
35843551,3.29,0.83
35844304,3.29,0.83
35845059,3.30,0.83
35845810,3.29,0.83
35846563,3.30,0.84
35847315,3.29,0.83
35848069,3.30,0.83
35848820,3.29,0.83
35849573,3.29,0.84
35850325,3.30,0.83
35851079,3.29,0.83
35851831,3.29,0.83
35852584,3.29,0.83
35853335,3.30,0.83
35854087,3.30,0.83
35854839,0.02,0.54
35855591,0.01,0.22
35856343,0.01,0.11
35857097,0.01,0.05
35857848,0.02,0.04
35858598,0.01,0.02
35859349,0.01,0.02
35860102,0.01,0.02
35860854,0.01,0.01
35861608,0.01,0.01
35862360,0.01,0.02
35863112,0.01,0.01
35863864,0.01,0.01
35864618,0.01,0.01
35867288,0.01,0.01
35870464,0.02,0.01
35872595,0.01,0.01
35873346,0.01,0.01
35874101,0.01,0.01
35874854,0.01,0.01
35875606,0.01,0.01
35876357,0.01,0.01
35877107,0.01,0.01
35877862,0.01,0.01
35878614,0.01,0.01
35879365,0.01,0.01
35880115,3.30,0.38
35880868,3.29,0.64
35881618,3.29,0.75
35882371,3.30,0.79
35883122,3.30,0.81
35883874,3.30,0.82
35884626,3.30,0.83
35885376,3.29,0.82
35886127,3.29,0.83
35886880,3.29,0.83
35887634,3.30,0.83
35888389,3.29,0.83
35889140,3.30,0.83
35889895,3.29,0.83
35890646,3.29,0.83
35891400,3.30,0.83
35892154,3.29,0.83
35892908,3.29,0.83
35893659,3.29,0.83
35894412,3.30,0.83
35895165,3.29,0.83
35895918,3.29,0.83
35896670,3.30,0.83
35897420,3.29,0.83
35898174,3.30,0.84
35898924,3.30,0.83
35899677,3.30,0.83
35900431,3.30,0.83
35901185,3.30,0.83
35901936,3.29,0.83
35902690,3.30,0.83
35903445,3.29,0.83
35904195,3.30,0.83
35904947,0.02,0.58
35905701,0.02,0.24
35906455,0.01,0.12
35907206,0.01,0.06
35907956,0.01,0.04
35908708,0.01,0.02
35909462,0.01,0.02
35910216,0.01,0.02
35910966,0.01,0.01
35911717,0.01,0.01
35912467,0.01,0.01
35913221,0.01,0.02
35913973,0.01,0.01
35914727,0.01,0.01
35915481,0.01,0.02
35916234,0.01,0.01
35916984,0.01,0.01
35917734,0.01,0.01
35918486,0.01,0.01
35919240,0.01,0.02
35919995,0.01,0.01
35920749,0.01,0.01
35921502,0.02,0.01
35922253,0.01,0.01
35923007,0.01,0.02
35923757,0.01,0.01
35924507,0.01,0.01
35925261,0.01,0.01
35926014,0.02,0.01
35926768,0.01,0.01
35927521,0.01,0.01
35928274,0.01,0.01
35929026,0.02,0.01
35929778,0.01,0.01
35930532,3.29,0.42
35931286,3.29,0.64
35932037,3.30,0.75
35932787,3.30,0.79
35933539,3.29,0.81
35934292,3.29,0.82
35935042,3.29,0.83
35935795,3.29,0.83
35936545,3.29,0.84
35937299,3.29,0.83
35938053,3.30,0.83
35938803,3.29,0.83
35939554,3.29,0.84
35940307,3.30,0.83
35941058,3.29,0.83
35941812,3.29,0.83
35942564,3.29,0.83
35943315,3.29,0.83
35944069,3.30,0.83
35944820,3.30,0.83
35945573,3.29,0.84
35946325,3.30,0.84
35947078,3.30,0.83
35947837,3.30,0.83
35948589,3.29,0.83
35949341,3.30,0.83
35950092,3.29,0.84
35950844,3.30,0.83
35951599,3.30,0.84
35952351,3.29,0.83
35953103,3.29,0.83
35953854,3.29,0.83
35954605,3.30,0.83
35955356,0.01,0.55
35956107,0.01,0.25
35956857,0.01,0.12
35957610,0.02,0.05
35958362,0.01,0.03
35959116,0.01,0.02
35959868,0.01,0.02
35960619,0.01,0.02
35961372,0.01,0.01
35962123,0.01,0.01
35962877,0.01,0.02
35963631,0.01,0.01
35964384,0.01,0.01
35965134,0.01,0.01
35965886,0.01,0.01
35966638,0.01,0.01
35967390,0.01,0.01
35968140,0.01,0.01
35968893,0.01,0.01
35969643,0.01,0.01
35970394,0.01,0.01
35971145,0.01,0.01
35971896,0.01,0.01
35972647,0.01,0.01
35973400,0.01,0.02
35974151,0.01,0.02
35974902,0.01,0.01
35975655,0.02,0.01
35976406,0.01,0.01
35977159,0.01,0.01
35977912,0.01,0.01
35978663,0.01,0.01
35979417,0.01,0.02
35980171,0.01,0.01
35980922,3.29,0.40
35981673,3.30,0.65
35982427,3.29,0.75
35983182,3.29,0.79
35983932,3.30,0.81
35984682,3.29,0.82
35985432,3.29,0.83
35986182,3.30,0.83
35986935,3.30,0.83
35987689,3.29,0.82
35988441,3.29,0.83
35989193,3.29,0.83
35989943,3.30,0.83
35990695,3.30,0.84
35991449,3.29,0.83
35992203,3.30,0.83
35992955,3.29,0.83
35993708,3.29,0.84
35994459,3.29,0.83
35995211,3.29,0.83
35995966,3.29,0.83
35996718,3.29,0.83
35997472,3.30,0.83
35998223,3.30,0.84
35998974,3.29,0.83
35999724,3.29,0.83
36000478,3.30,0.83
36001228,3.30,0.83
36001979,3.30,0.83
36002732,3.30,0.83
36003485,3.30,0.84
36004235,3.29,0.83
36004985,3.29,0.84
36005738,0.02,0.52
36006492,0.01,0.24
36007242,0.01,0.11
36007993,0.01,0.05
36008745,0.01,0.03
36009499,0.01,0.02
36010251,0.01,0.02
36011002,0.02,0.02
36011752,0.02,0.01
36012505,0.01,0.02
36013257,0.01,0.02
36014009,0.01,0.02
36014759,0.01,0.01
36015509,0.01,0.01
36016262,0.01,0.01
36017014,0.01,0.01
36017764,0.01,0.01
36018514,0.01,0.01
36019267,0.01,0.01
36020018,0.01,0.02
36020771,0.01,0.01
36021521,0.01,0.01
36022275,0.01,0.01
36023026,0.01,0.01
36023776,0.01,0.02
36024529,0.01,0.01
36025280,0.01,0.01
36026033,0.01,0.00
36026786,0.01,0.01
36027540,0.02,0.01
36028291,0.01,0.01
36029041,0.01,0.01
36029791,0.01,0.01
36030541,0.01,0.01
36031292,3.29,0.39
36032046,3.29,0.64
36032798,3.29,0.75
36033549,3.29,0.79
36034302,3.29,0.81
36035057,3.29,0.82
36035811,3.30,0.82
36036565,3.29,0.84
36037318,3.29,0.83
36038072,3.30,0.83
36038825,3.30,0.83
36039579,3.30,0.84
36040329,3.29,0.83
36041083,3.30,0.83
36041839,3.29,0.83
36042589,3.29,0.83
36043341,3.29,0.83
36044093,3.30,0.83
36044843,3.29,0.83
36045597,3.30,0.83
36046350,3.29,0.83
36047101,3.29,0.83
36047852,3.30,0.83
36048603,3.29,0.83
36049357,3.29,0.83
36050107,3.29,0.84
36050857,3.30,0.84
36051607,3.30,0.83
36052357,3.29,0.83
36053111,3.30,0.83
36053863,3.29,0.83
36054613,3.30,0.83
36055365,3.29,0.83
36056117,0.01,0.57
36056868,0.01,0.24
36057618,0.01,0.12
36058372,0.01,0.06
36059125,0.02,0.04
36059879,0.01,0.02
36060630,0.01,0.02
36061380,0.01,0.01
36062133,0.01,0.01
36062886,0.01,0.01
36063638,0.01,0.02
36064389,0.01,0.01
36065143,0.01,0.01
36065895,0.01,0.01
36066645,0.01,0.01
36067397,0.01,0.01
36068149,0.01,0.01
36068901,0.01,0.01
36069654,0.01,0.01
36070404,0.01,0.01
36071154,0.01,0.01
36071906,0.01,0.01
36072660,0.01,0.01
36073413,0.01,0.01
36074165,0.01,0.01
36074918,0.01,0.01
36075672,0.01,0.01
36076425,0.01,0.01
36077177,0.01,0.01
36077927,0.01,0.01
36078678,0.01,0.01
36079429,0.01,0.00
36080179,0.01,0.01
36080930,0.01,0.01
36081684,3.30,0.42
36082435,3.30,0.65
36083189,3.30,0.75
36083941,3.29,0.79
36084692,3.29,0.81
36085445,3.30,0.82
36086195,3.29,0.83
36086945,3.30,0.82
36087697,3.30,0.83
36088451,3.29,0.83
36089203,3.30,0.83
36089956,3.30,0.83
36090709,3.29,0.83
36091461,3.30,0.83
36092211,3.30,0.83
36092961,3.30,0.83
36093713,3.29,0.83
36094463,3.29,0.83
36095215,3.29,0.83
36095967,3.30,0.82
36096717,3.29,0.83
36097469,3.29,0.83
36098222,3.29,0.83
36098973,3.29,0.83
36099725,3.29,0.83
36100475,3.29,0.83
36101226,3.30,0.83
36101979,3.29,0.83
36102732,3.30,0.83
36103483,3.29,0.83
36104237,3.29,0.83
36104991,3.30,0.84
36105742,3.30,0.83
36106492,0.02,0.55
36107246,0.01,0.24
36108002,0.01,0.11
36108755,0.01,0.05
36109505,0.01,0.04
36110255,0.01,0.02
36111009,0.01,0.01
36111760,0.01,0.02
36112511,0.01,0.02
36113265,0.01,0.01
36114018,0.01,0.02
36114768,0.01,0.01
36115521,0.02,0.01
36116275,0.01,0.01
36117025,0.01,0.01
36117776,0.01,0.01
36118526,0.01,0.01
36119277,0.01,0.01
36120028,0.01,0.01
36120779,0.01,0.01
36121531,0.02,0.01
36122281,0.01,0.01
36123035,0.01,0.01
36123786,0.01,0.01
36124536,0.01,0.01
36125288,0.01,0.01
36126038,0.01,0.01
36126789,0.01,0.01
36127541,0.01,0.01
36128293,0.01,0.01
36129045,0.01,0.01
36129799,0.01,0.01
36130553,0.01,0.01
36131303,0.01,0.01
36132056,3.29,0.41
36132808,3.29,0.65
36133561,3.29,0.76
36134313,3.29,0.79
36135064,3.29,0.81
36135815,3.30,0.82
36136565,3.30,0.83
36137320,3.30,0.83
36138074,3.29,0.83
36138827,3.30,0.83
36139581,3.29,0.83
36140334,3.30,0.82
36141084,3.29,0.83
36141835,3.29,0.83
36142590,3.29,0.83
36143343,3.29,0.83
36144095,3.29,0.83
36144846,3.30,0.83
36145598,3.30,0.83
36146351,3.30,0.83
36147103,3.29,0.83
36147858,3.30,0.83
36148609,3.30,0.83
36149361,3.30,0.83
36150113,3.29,0.83
36150864,3.30,0.83
36151618,3.30,0.83
36152372,3.30,0.84
36153123,3.29,0.83
36153875,3.29,0.83
36154626,3.29,0.83
36155378,3.29,0.83
36156131,3.29,0.83
36156881,0.01,0.53
36157631,0.01,0.23
36158383,0.01,0.11
36159135,0.01,0.05
36159890,0.01,0.04
36160642,0.01,0.03
36161395,0.01,0.02
36162145,0.01,0.02
36162900,0.01,0.01
36163650,0.01,0.01
36164401,0.01,0.01
36165151,0.01,0.01
36165904,0.01,0.02
36166654,0.01,0.01
36167405,0.01,0.02
36168157,0.01,0.01
36168912,0.01,0.02
36169666,0.01,0.01
36170418,0.01,0.01
36171169,0.01,0.01
36171919,0.01,0.01
36172672,0.01,0.01
36173423,0.01,0.01
36174175,0.01,0.01
36174928,0.01,0.02
36175680,0.01,0.01
36176433,0.01,0.01
36177184,0.01,0.01
36177937,0.01,0.01
36178687,0.01,0.01
36179441,0.01,0.01
36180194,0.01,0.01
36180944,0.01,0.01
36181698,0.01,0.01
36182449,3.29,0.39
36183201,3.29,0.64
36183951,3.30,0.75
36184704,3.29,0.79
36185457,3.30,0.81
36186207,3.30,0.82
36186957,3.29,0.82
36187709,3.29,0.83
36188463,3.30,0.83
36189217,3.30,0.83
36189969,3.29,0.83
36190721,3.29,0.83
36191471,3.30,0.83
36192222,3.29,0.83
36192972,3.29,0.83
36193723,3.29,0.84
36194476,3.29,0.83
36195228,3.29,0.83
36195982,3.30,0.83
36196734,3.30,0.83
36197485,3.29,0.83
36198236,3.29,0.83
36198989,3.29,0.83
36199740,3.29,0.83
36200491,3.29,0.83
36201244,3.29,0.84
36201996,3.29,0.83
36202747,3.30,0.83
36203499,3.29,0.84
36204252,3.29,0.83
36205021,3.30,0.83
36205865,3.29,0.83
36206619,3.29,0.83
36207882,0.01,0.44
36208864,0.01,0.17
36209749,0.01,0.08
36210501,0.01,0.05
36211255,0.01,0.03
36212007,0.01,0.02
36212759,0.01,0.02
36213509,0.01,0.02
36214261,0.01,0.01
36215013,0.01,0.01
36215767,0.01,0.02
36216519,0.02,0.01
36217272,0.01,0.01
36218023,0.01,0.01
36218774,0.00,0.01
36219524,0.01,0.01
36220277,0.01,0.01
36221029,0.01,0.01
36221780,0.01,0.01
36222531,0.01,0.01
36223284,0.01,0.01
36224035,0.01,0.02
36224785,0.01,0.01
36225535,0.01,0.01
36226287,0.01,0.01
36227038,0.02,0.01
36227789,0.02,0.01
36228542,0.01,0.01
36229296,0.01,0.01
36230047,0.01,0.01
36230799,0.01,0.01
36231551,0.01,0.01
36232302,0.01,0.01
36233054,3.29,0.36
36233807,3.30,0.63
36234562,3.29,0.75
36235314,3.29,0.79
36236064,3.29,0.81
36236818,3.29,0.81
36237569,3.29,0.83
36238319,3.29,0.82
36239069,3.29,0.83
36239823,3.30,0.83
36240576,3.29,0.83
36241329,3.29,0.83
36242079,3.30,0.83
36242829,3.29,0.83
36243581,3.29,0.84
36244331,3.29,0.83
36245084,3.29,0.83
36245836,3.30,0.83
36246588,3.30,0.83
36247340,3.30,0.83
36248095,3.30,0.83
36248846,3.30,0.83
36249599,3.29,0.83
36250351,3.29,0.83
36251105,3.30,0.83
36251856,3.29,0.84
36252609,3.29,0.83
36253361,3.30,0.83
36254113,3.30,0.83
36254863,3.30,0.84
36255613,3.30,0.82
36256367,3.29,0.83
36257119,3.30,0.83
36257873,3.29,0.83
36258623,0.02,0.45
36259376,0.01,0.20
36260127,0.01,0.09
36260877,0.01,0.05
36261631,0.01,0.04
36262383,0.01,0.02
36263136,0.02,0.02
36263890,0.01,0.02
36264641,0.01,0.02
36265394,0.01,0.02
36266148,0.01,0.02
36266899,0.01,0.01
36267650,0.01,0.01
36268404,0.01,0.01
36269158,0.01,0.01
36269911,0.01,0.01
36270661,0.01,0.01
36271411,0.01,0.02
36272164,0.01,0.01
36272914,0.01,0.01
36273664,0.01,0.02
36274415,0.01,0.01
36275169,0.01,0.02
36275923,0.01,0.01
36276677,0.01,0.01
36277428,0.01,0.01
36278179,0.01,0.01
36278929,0.01,0.01
36279681,0.01,0.01
36280433,0.01,0.01
36281184,0.01,0.01
36281936,0.01,0.01
36282688,0.01,0.01
36283438,3.29,0.29
36284189,3.30,0.60
36284942,3.29,0.72
36285696,3.29,0.78
36286451,3.29,0.81
36287203,3.29,0.82
36287955,3.30,0.82
36288705,3.29,0.83
36289455,3.30,0.83
36290205,3.30,0.83
36290955,3.30,0.83
36291705,3.29,0.83
36292456,3.29,0.83
36293206,3.29,0.83
36293956,3.29,0.83
36294711,3.29,0.84
36295465,3.30,0.83
36296216,3.29,0.84
36296966,3.29,0.83
36297718,3.29,0.83
36298472,3.29,0.83
36299225,3.29,0.83
36299975,3.29,0.83
36300730,3.29,0.83
36301482,3.30,0.83
36302232,3.30,0.83
36302987,3.29,0.84
36303737,3.30,0.83
36304488,3.30,0.83
36305238,3.30,0.83
36305989,3.30,0.83
36306740,3.30,0.83
36307493,3.30,0.85
36308246,3.30,0.83
36308998,0.02,0.45
36309750,0.01,0.18
36310504,0.01,0.09
36311257,0.01,0.05
36312010,0.01,0.03
36312762,0.01,0.02
36313512,0.01,0.02
36314263,0.01,0.02
36315017,0.01,0.01
36315769,0.01,0.01
36316520,0.01,0.01
36317270,0.01,0.01
36318020,0.01,0.01
36318771,0.01,0.01
36319523,0.01,0.01
36320273,0.01,0.01
36321023,0.01,0.01
36321776,0.01,0.01
36322530,0.01,0.01
36323280,0.01,0.01
36324031,0.02,0.01
36324785,0.01,0.01
36325535,0.01,0.01
36326288,0.01,0.01
36327040,0.01,0.01
36327793,0.01,0.01
36328547,0.01,0.01
36329299,0.01,0.01
36330050,0.01,0.01
36330801,0.01,0.01
36331556,0.01,0.01
36332309,0.01,0.01
36333059,0.01,0.01
36333809,3.29,0.31
36334561,3.30,0.62
36335312,3.29,0.73
36336064,3.29,0.79
36336819,3.30,0.81
36337571,3.30,0.82
36338324,3.29,0.82
36339074,3.29,0.83
36339828,3.29,0.83
36340579,3.29,0.84
36341329,3.30,0.83
36342079,3.29,0.83
36342830,3.29,0.83
36343585,3.29,0.84
36344336,3.29,0.83
36345089,3.30,0.83
36345840,3.30,0.83
36346593,3.29,0.83
36347345,3.30,0.83
36348099,3.29,0.83
36348851,3.30,0.83
36349602,3.30,0.83
36350355,3.29,0.84
36351108,3.29,0.83
36351862,3.29,0.83
36352614,3.30,0.83
36353365,3.29,0.83
36354117,3.30,0.83
36354867,3.30,0.83
36355617,3.29,0.83
36356368,3.29,0.83
36357123,3.30,0.84
36357873,3.29,0.83
36358624,3.30,0.83
36359378,0.01,0.47
36360133,0.01,0.21
36360885,0.01,0.10
36361639,0.01,0.05
36362389,0.01,0.03
36363143,0.02,0.02
36363894,0.01,0.02
36364646,0.01,0.02
36365396,0.01,0.01
36366148,0.01,0.01
36366900,0.02,0.01
36367653,0.01,0.01
36368406,0.01,0.01
36369160,0.01,0.01
36369914,0.01,0.01
36370664,0.01,0.01
36371416,0.01,0.01
36372169,0.01,0.02
36372921,0.02,0.01
36373671,0.01,0.01
36374425,0.01,0.01
36375175,0.01,0.01
36375925,0.01,0.02
36376677,0.01,0.01
36377430,0.01,0.01
36378184,0.02,0.01
36378936,0.01,0.01
36379690,0.01,0.01
36380443,0.01,0.01
36381194,0.01,0.01
36381946,0.01,0.01
36382697,0.01,0.01
36383450,0.01,0.01
36384200,3.29,0.27
36384950,3.29,0.59
36385700,3.30,0.73
36386450,3.30,0.78
36387204,3.29,0.81
36387956,3.29,0.82
36388707,3.29,0.83
36389460,3.30,0.82
36390210,3.30,0.83
36390960,3.30,0.83
36391711,3.30,0.83
36392464,3.30,0.83
36393218,3.29,0.83
36393968,3.30,0.83
36394718,3.30,0.83
36395471,3.30,0.83
36396224,3.29,0.83
36396975,3.29,0.83
36397730,3.29,0.83
36398481,3.29,0.83
36399235,3.29,0.83
36399985,3.29,0.83
36400739,3.29,0.83
36401492,3.29,0.83
36402245,3.29,0.83
36402995,3.29,0.83
36403750,3.30,0.83
36404502,3.29,0.83
36405254,3.29,0.83
36406004,3.30,0.83
36406759,3.30,0.83
36407511,3.30,0.84
36408262,3.30,0.83
36409012,3.29,0.83
36409762,0.02,0.42
36410515,0.01,0.20
36411268,0.01,0.09
36412018,0.02,0.05
36412768,0.01,0.03
36413519,0.01,0.02
36414272,0.01,0.02
36415024,0.01,0.02
36415776,0.01,0.01
36416529,0.01,0.01
36417282,0.01,0.01
36418035,0.01,0.01
36418785,0.01,0.01
36419536,0.02,0.01
36420288,0.01,0.01
36421038,0.01,0.01
36421792,0.01,0.02
36422546,0.01,0.01
36423298,0.01,0.01
36424052,0.01,0.01
36424803,0.01,0.01
36425556,0.01,0.01
36426310,0.01,0.01
36427063,0.01,0.01
36427817,0.01,0.01
36428568,0.01,0.01
36429322,0.01,0.01
36430074,0.01,0.01
36430824,0.01,0.01
36431579,0.01,0.01
36432333,0.01,0.01
36433086,0.01,0.01
36433838,0.01,0.01
36434590,3.29,0.35
36435344,3.30,0.60
36436095,3.30,0.73
36436850,3.29,0.79
36437602,3.30,0.81
36438354,3.30,0.82
36439108,3.30,0.83
36439860,3.30,0.82
36440613,3.29,0.83
36441364,3.30,0.83
36442116,3.29,0.83
36442868,3.30,0.83
36443622,3.30,0.83
36444373,3.29,0.83
36445126,3.30,0.83
36445877,3.29,0.83
36446629,3.30,0.83
36447380,3.30,0.83
36448131,3.30,0.83
36448883,3.30,0.83
36449633,3.30,0.83
36450387,3.29,0.83
36451137,3.29,0.83
36451888,3.30,0.83
36452642,3.30,0.83
36453396,3.30,0.83
36454147,3.29,0.83
36454899,3.29,0.83
36455649,3.29,0.83
36456404,3.29,0.83
36457159,3.29,0.84
36457910,3.29,0.83
36458660,3.29,0.83
36459411,3.29,0.83
36460162,0.01,0.46
36460916,0.01,0.21
36461669,0.02,0.10
36462419,0.01,0.05
36463173,0.01,0.03
36463926,0.01,0.02
36464680,0.01,0.02
36465435,0.01,0.02
36466188,0.01,0.02
36466940,0.01,0.02
36467693,0.01,0.01
36468447,0.01,0.01
36469199,0.01,0.02
36469949,0.01,0.01
36470702,0.01,0.01
36471454,0.01,0.01
36472205,0.01,0.01
36472955,0.01,0.01
36473709,0.01,0.01
36474459,0.01,0.01
36475209,0.01,0.01
36475963,0.01,0.02
36476713,0.01,0.01
36477468,0.01,0.01
36478220,0.01,0.02
36478972,0.01,0.01
36479723,0.01,0.01
36480476,0.01,0.01
36481226,0.01,0.01
36481977,0.01,0.01
36482730,0.01,0.01
36483482,0.01,0.01
36484232,0.01,0.01
36484983,3.29,0.29
36485734,3.29,0.59
36486487,3.30,0.73
36487241,3.29,0.78
36487993,3.30,0.81
36488745,3.30,0.82
36489497,3.29,0.82
36490251,3.30,0.83
36491003,3.30,0.83
36491755,3.30,0.83
36492509,3.29,0.83
36493260,3.30,0.83
36494010,3.30,0.83
36494764,3.30,0.83
36495515,3.29,0.83
36496268,3.29,0.83
36497020,3.29,0.83
36497774,3.29,0.83
36498526,3.30,0.83
36499279,3.29,0.84
36500030,3.29,0.83
36500783,3.30,0.83
36501537,3.30,0.84
36502289,3.30,0.83
36503040,3.30,0.83
36503790,3.29,0.83
36504543,3.29,0.83
36505297,3.29,0.83
36506051,3.29,0.84
36506802,3.29,0.83
36507555,3.29,0.84
36508309,3.30,0.83
36509062,3.29,0.83
36509816,3.30,0.83
36510570,0.01,0.40
36511321,0.01,0.19
36512072,0.01,0.09
36512823,0.01,0.05
36513575,0.01,0.03
36514327,0.01,0.02
36515077,0.01,0.02
36515832,0.01,0.02
36516586,0.01,0.02
36517339,0.01,0.01
36518093,0.01,0.01
36518844,0.01,0.01
36519596,0.02,0.02
36520349,0.01,0.02
36521103,0.01,0.01
36521854,0.01,0.01
36522605,0.01,0.01
36523358,0.01,0.01
36524109,0.01,0.01
36524868,0.01,0.01
36525621,0.01,0.01
36526375,0.01,0.02
36527125,0.01,0.01
36527876,0.01,0.01
36528626,0.01,0.01
36529379,0.01,0.01
36530130,0.01,0.01
36530884,0.01,0.01
36531637,0.01,0.01
36532387,0.01,0.00
36533141,0.01,0.01
36533891,0.01,0.01
36534644,0.01,0.01
36535396,3.29,0.31
36536146,3.29,0.61
36536899,3.29,0.73
36537651,3.29,0.78
36538404,3.29,0.81
36539155,3.30,0.82
36539906,3.29,0.82
36540656,3.29,0.83
36541410,3.29,0.83
36542162,3.29,0.83
36542915,3.29,0.83
36543667,3.29,0.83
36544421,3.29,0.83
36545174,3.29,0.83
36545927,3.30,0.83
36546681,3.29,0.83
36547435,3.30,0.83
36548189,3.29,0.83
36548939,3.30,0.83
36549691,3.29,0.83
36550445,3.29,0.83
36551199,3.29,0.83
36551951,3.30,0.83
36552701,3.29,0.83
36553455,3.30,0.83
36554210,3.29,0.83
36554961,3.29,0.83
36555715,3.29,0.83
36556468,3.29,0.84
36557219,3.29,0.83
36557971,3.30,0.83
36558722,3.29,0.83
36559472,3.29,0.83
36560223,3.30,0.83
36560974,0.01,0.45
36561724,0.01,0.20
36562476,0.01,0.09
36563226,0.01,0.05
36563976,0.01,0.03
36564727,0.01,0.02
36565480,0.01,0.02
36566231,0.01,0.01
36566984,0.01,0.02
36567736,0.01,0.01
36568486,0.02,0.01
36569236,0.01,0.01
36569990,0.01,0.01
36570878,0.01,0.01
36572605,0.01,0.01
36573358,0.01,0.01
36574111,0.01,0.01
36575395,0.01,0.01
36577115,0.01,0.01
36578775,0.01,0.01
36579526,0.01,0.01
36580280,0.01,0.01
36581031,0.02,0.01
36581781,0.01,0.01
36582532,0.01,0.01
36583286,0.01,0.01
36584038,0.01,0.01
36584789,0.01,0.01
36585543,0.01,0.01
36586294,3.29,0.38
36587049,3.30,0.64
36587801,3.30,0.75
36588551,3.29,0.80
36589305,3.29,0.81
36590056,3.29,0.82
36590806,3.29,0.82
36591558,3.29,0.83
36592311,3.30,0.83
36593061,3.30,0.83
36593811,3.29,0.83
36594565,3.29,0.83
36595317,3.29,0.83
36596072,3.30,0.83
36596824,3.29,0.83
36597575,3.30,0.84
36598327,3.29,0.83
36599077,3.30,0.83
36599827,3.29,0.83
36600579,3.30,0.84
36601333,3.29,0.83
36602087,3.30,0.83
36602837,3.29,0.83
36603587,3.29,0.83
36604340,3.30,0.83
36605092,3.29,0.83
36605843,3.29,0.83
36606595,3.29,0.83
36607348,3.30,0.83
36608103,3.29,0.83
36608855,3.29,0.83
36609608,3.29,0.84
36610359,3.30,0.83
36611110,0.02,0.61
36611861,0.02,0.25
36612612,0.01,0.12
36613365,0.01,0.06
36614115,0.01,0.04
36614870,0.02,0.02
36615622,0.01,0.02
36616375,0.01,0.02
36617126,0.01,0.01
36617877,0.01,0.01
36618628,0.01,0.01
36619380,0.01,0.02
36620131,0.01,0.01
36620883,0.01,0.01
36621633,0.01,0.01
36622386,0.01,0.01
36623138,0.01,0.01
36623890,0.01,0.01
36624640,0.01,0.01
36625391,0.01,0.01
36626143,0.01,0.01
36626895,0.01,0.02
36627645,0.01,0.01
36628395,0.01,0.01
36629148,0.01,0.01
36629902,0.01,0.01
36630655,0.01,0.01
36631407,0.01,0.01
36632160,0.01,0.01
36632910,0.01,0.01
36633660,0.02,0.01
36634414,0.01,0.01
36635165,0.02,0.01
36635915,0.01,0.01
36636666,3.29,0.42
36637419,3.29,0.65
36638170,3.29,0.75
36638920,3.29,0.79
36639670,3.29,0.82
36640422,3.29,0.82
36641174,3.29,0.82
36641927,3.29,0.83
36642681,3.29,0.83
36643432,3.29,0.83
36644182,3.30,0.83
36644934,3.30,0.83
36645685,3.30,0.83
36646440,3.30,0.83
36647194,3.30,0.83
36647947,3.29,0.83
36648697,3.29,0.83
36649451,3.30,0.83
36650205,3.29,0.83
36650957,3.30,0.83
36651708,3.30,0.83
36652459,3.30,0.83
36653211,3.30,0.83
36653963,3.30,0.83
36654714,3.30,0.83
36655468,3.29,0.83
36656222,3.29,0.83
36656976,3.30,0.83
36657730,3.30,0.84
36658480,3.30,0.83
36659234,3.30,0.83
36659984,3.30,0.83
36660734,3.29,0.83
36661487,0.02,0.52
36662239,0.01,0.24
36662989,0.01,0.11
36663740,0.01,0.05
36664493,0.01,0.04
36665244,0.01,0.03
36665998,0.01,0.02
36666749,0.01,0.02
36667501,0.01,0.02
36668251,0.01,0.01
36669002,0.01,0.01
36669756,0.01,0.01
36670507,0.01,0.01
36671259,0.01,0.01
36672010,0.01,0.01
36672762,0.01,0.01
36673513,0.01,0.01
36674264,0.01,0.01
36675017,0.01,0.01
36675771,0.01,0.01
36676524,0.01,0.01
36677278,0.01,0.01
36678031,0.01,0.01
36678784,0.02,0.01
36679538,0.01,0.01
36680290,0.01,0.01
36681044,0.01,0.01
36681796,0.02,0.01
36682547,0.01,0.02
